Disease ID,Disease Name,Associated Gene IDs
C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3","1029, 10320, 2120, 2322, 25, 26053, 2625, 27086, 3107, 3131, 3492, 4297, 4299, 5079, 5087, 5156, 5305, 613, 6929, 7157, 861"
C0032285,Pneumonia,"10803, 1230, 1235, 142, 1437, 196, 23, 23411, 2833, 2919, 3162, 3458, 3553, 3554, 3560, 3565, 3568, 3569, 3572, 3596, 3605, 3606, 3689, 4283, 4638, 5196, 5443, 6347, 6351, 6354, 6355, 6356, 6361, 6363, 6364, 6369, 6374, 6376, 6696, 7040, 7124, 7132, 7133, 729230, 7850, 834, 959"
C0033805,Pseudohypoaldosteronism,"149775, 26249, 2778, 4306, 6337, 6338, 6340, 65125, 65266, 7830, 8675"
C0027708,Nephroblastoma,"11010, 11281, 129563, 1499, 1653, 1740, 255738, 2719, 283120, 3481, 4810, 5978, 675, 6948, 7428, 7490"
C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,"123263, 137682, 374291, 4536, 4537, 4540, 4541, 4695, 4704, 4705, 4722, 4724, 55967, 91942"
C1140680,Malignant neoplasm of ovary,"102800310, 126549, 1499, 25976, 29086, 401022, 4978, 5290, 672, 675, 6928, 8028, 83990, 8631, 92421"
C0031511,Pheochromocytoma,"1113, 1312, 1621, 1644, 23095, 2668, 4128, 4129, 4149, 4763, 55654, 5979, 6390, 6392, 7054, 7428"
C1336708,Testicular Germ Cell Tumor,"101927688, 1062, 1618, 1761, 2261, 27306, 3815, 4254, 4313, 5307, 55159, 55729, 578, 63978, 6793, 6794, 6928, 7371, 8093, 81848, 8379, 8888, 9534, 9673"
C0020619,Hypogonadism,"1082, 1586, 1588, 2488, 2796, 2798, 3952, 3953, 3972, 5424, 55315, 5617, 6866, 6870"
C0026650,Movement Disorders,"10367, 10911, 1268, 1392, 1812, 1813, 1814, 23237, 2348, 2354, 283989, 3064, 3084, 43, 4988, 5173, 6323, 6558, 7504, 79042, 80746"
C1261473,Sarcoma,"1437, 23532, 2950, 3458, 4170, 4763, 5077, 5290, 55534, 6597, 6657, 7124, 7157"
C0024232,Lymphatic Metastasis,"10232, 2064, 27086, 2810, 301, 360, 3814, 4489, 51129, 6462, 6648, 6774, 7253, 9770"
C0020615,Hypoglycemia,"2936, 3481, 3553, 3630, 5265, 5465, 6648, 6927, 7124, 775"
C0002895,"Anemia, Sickle Cell","1723, 3043, 3240, 4879, 53335, 7124, 7372, 7412, 790, 8131"
C0238288,"Muscular Dystrophy, Facioscapulohumeral","100288687, 1026, 1281, 1634, 176, 2006, 22947, 23347, 2483, 2953, 3304, 3308, 4060"
C1527249,Colorectal Cancer,"100131315, 100996485, 101805488, 101927324, 10714, 120376, 143187, 1499, 171472, 259217, 2625, 26585, 283050, 3911, 3915, 399948, 4092, 4512, 51474, 5157, 5290, 55289, 55892, 64359, 6581, 673, 6926, 6934, 7040, 745, 80114, 80776, 81928, 85415, 894, 999"
C0004153,Atherosclerosis,"10152, 1269, 1401, 142, 1535, 1593, 177, 183, 19, 196, 2099, 23411, 240, 241, 246, 2944, 3240, 3269, 3304, 337, 3383, 3458, 348, 3481, 356, 3569, 3949, 4018, 4048, 4312, 470, 4843, 4846, 4864, 5054, 5320, 5327, 5444, 5468, 5743, 6347, 6348, 6351, 64240, 6647, 6648, 6774, 7099, 7124, 7274, 7412, 7422, 7442, 9021, 9370"
C0004096,Asthma,"100130503, 10111, 1017, 101928940, 101928947, 101929231, 10451, 10665, 108, 11127, 117, 117156, 134430, 142, 149628, 154, 169026, 1728, 1767, 1786, 1906, 2066, 217, 222256, 22806, 23108, 23194, 23274, 23418, 240, 2549, 25890, 282617, 284110, 286046, 29119, 2944, 2950, 30009, 3113, 3115, 3117, 3119, 3123, 3135, 3162, 3176, 3291, 3371, 3383, 3553, 3557, 3560, 3565, 3567, 3570, 3593, 3596, 374, 383, 384, 387129, 3880, 4088, 414764, 4318, 4319, 4589, 4602, 4843, 4852, 4855, 5089, 51088, 51131, 5142, 5144, 5328, 5515, 55876, 5592, 5660, 5728, 596, 6037, 60495, 6095, 632, 6347, 6352, 6356, 64375, 6490, 6584, 6647, 6701, 7040, 7078, 7096, 7124, 7145, 7356, 7422, 7941, 847, 85480, 8809, 8989, 90865, 9173, 929, 94103, 9547"
C0949658,"Cardiomyopathy, Hypertrophic, Familial","1410, 1674, 1829, 23171, 27063, 3920, 4563, 4565, 4607, 4624, 4625, 4633, 4634, 57158, 6331, 7137, 7139, 7168, 8048, 859, 88, 91624, 9992"
C0037286,Skin Neoplasms,"1050, 1440, 1457, 1459, 1460, 2066, 2068, 207, 2185, 2321, 25913, 2697, 2706, 2709, 2736, 2993, 3091, 326, 3265, 338442, 3480, 3552, 360, 3713, 3848, 3858, 3872, 4014, 4318, 434, 4780, 4878, 4953, 5467, 5727, 5743, 5970, 6608, 6648, 6667, 7040, 7046, 7157, 7299, 7507, 7517, 841, 843, 8843"
C0036572,Seizures,"10280, 1103, 1128, 11284, 1136, 1137, 1138, 1139, 1143, 1191, 1244, 1268, 135, 1392, 147, 1583, 18, 1812, 1813, 1814, 183, 210, 2166, 2247, 2290, 2353, 249, 2558, 2572, 2593, 2784, 2897, 328, 3350, 3351, 3456, 348, 348980, 3553, 3569, 3612, 3630, 3737, 3767, 38, 3952, 3954, 4204, 43, 4504, 4803, 4804, 4842, 4843, 4852, 4986, 4988, 5020, 5066, 5173, 51738, 538, 5428, 5443, 54715, 54805, 54886, 5580, 57030, 5743, 57468, 57534, 5816, 590, 5978, 627, 6505, 6513, 6529, 6530, 6546, 6547, 6648, 6750, 6752, 6792, 6854, 6925, 7200, 7249, 7779, 847, 8777, 8828, 885, 93183"
C0002395,Alzheimer's Disease,"100128590, 100130950, 100289673, 10082, 101927587, 101929423, 102465508, 10347, 10418, 10452, 10658, 10659, 10858, 10979, 1139, 1141, 114876, 1191, 1200, 121601, 123041, 137682, 1378, 1392, 1471, 1496, 154215, 1565, 161, 1636, 1657, 168667, 1718, 1808, 196051, 1965, 2, 2023, 2041, 2099, 2147, 2185, 222255, 22976, 23026, 23072, 23215, 23237, 23385, 23413, 23607, 23621, 2567, 25902, 26330, 267, 27115, 27328, 274, 285965, 28969, 2932, 29780, 29949, 3077, 3162, 323, 338645, 341, 3416, 343641, 344148, 3479, 348, 3480, 3481, 3482, 3492, 351, 353128, 3553, 3630, 3635, 3643, 388325, 3952, 400511, 406938, 4129, 4137, 4299, 43, 4321, 4336, 4353, 450086, 4524, 4535, 4846, 4852, 498, 51338, 5328, 54205, 54209, 54498, 5468, 54798, 54828, 55063, 55351, 55676, 55691, 5621, 5649, 5663, 5664, 56776, 5697, 57091, 57569, 57687, 581, 5819, 590, 596, 60412, 627, 642, 64231, 644135, 64478, 644873, 64851, 6517, 6648, 6653, 7018, 7019, 7124, 7167, 7422, 7447, 7782, 780912, 79660, 79685, 79722, 79789, 801, 80320, 8081, 8301, 836, 84466, 84888, 8738, 8878, 8913, 9019, 932, 9325, 945, 9498, 9705, 9844, 9846"
C0567312,Menopause present (finding),"102723403, 113510, 204801, 221711, 284417, 3839, 51720, 5428, 54933, 54971, 5557, 64838, 7916, 80736, 81550, 84446, 84515, 8630, 9070, 9156, 9874"
C0027672,"Neoplastic Syndromes, Hereditary","10111, 1019, 1029, 11200, 201163, 2176, 2271, 23022, 2956, 324, 4089, 4149, 4221, 4233, 4286, 4292, 4361, 4436, 4595, 4683, 472, 4763, 5395, 54949, 55654, 5728, 580, 5889, 5979, 6389, 6390, 6391, 6392, 641, 657, 672, 675, 6794, 7157, 7248, 7249, 7428, 7516, 79728, 8313, 83990, 84142, 999"
C0017178,Gastrointestinal Diseases,"1244, 1440, 1906, 2520, 4524, 4548, 4638, 4780, 5443, 57680, 885, 9817"
C0268237,Cytochrome-c Oxidase Deficiency,"100131801, 116228, 1340, 1352, 22868, 28958, 4512, 4513, 4514, 4567, 4570, 51204, 6341, 6834, 84334, 84987, 9997"
C0035304,Retinal Degeneration,"1356, 1406, 145226, 23322, 2668, 4901, 5158, 54806, 57560, 596, 6010, 6103, 64802, 6647, 84839"
C0035309,Retinal Diseases,"100506658, 10806, 1103, 1297, 23411, 30813, 3162, 3383, 3440, 4318, 4543, 4843, 5155, 5311, 5788, 7070, 7124, 7274, 7422, 7431, 8322"
C0268583,Methylmalonic acidemia,"1382, 197322, 2820, 284119, 4594, 4735, 54205, 55752, 6648, 8801"
C0011616,Contact Dermatitis,"10850, 11004, 1230, 1394, 1490, 1520, 1543, 1545, 1646, 1649, 1672, 1728, 1843, 196, 2167, 2312, 2315, 23657, 2495, 2539, 2720, 2729, 2833, 2936, 2937, 2950, 3084, 30968, 3108, 3162, 3315, 3320, 3485, 3489, 3606, 3621, 3849, 3851, 3858, 3934, 4317, 4319, 4835, 5008, 51311, 5266, 54578, 54658, 57016, 5718, 596, 6279, 6288, 6317, 6318, 6647, 6649, 7099, 7177, 7295, 7296, 7422, 841, 8544, 8744, 9076, 942, 9547, 9588, 960, 9759"
C0011615,"Dermatitis, Atopic","100533107, 100874011, 101927260, 101927774, 102465537, 10665, 11127, 1232, 1234, 129446, 151887, 22891, 2312, 2720, 282617, 2833, 284382, 3106, 339400, 3458, 3553, 3565, 3567, 3569, 3586, 3596, 3627, 386653, 5017, 5089, 5465, 54778, 5599, 56946, 6279, 6352, 6356, 6361, 6367, 6369, 63940, 6401, 6556, 6778, 7148, 84433, 85480, 8809, 8875, 8876, 90865"
C0010068,Coronary heart disease,"100048912, 100188836, 100188877, 100507308, 10665, 11173, 136991, 148738, 1524, 1636, 1952, 2100, 217, 221692, 22808, 2321, 23293, 23294, 23316, 25902, 283450, 338, 338334, 345, 348, 3570, 375056, 387573, 387584, 387585, 388165, 3949, 3988, 4018, 4023, 4088, 4524, 4633, 4660, 490, 51530, 5175, 5328, 5444, 54805, 55219, 55351, 55759, 55973, 57608, 64240, 65264, 6581, 6597, 6927, 6943, 79001, 7941, 80350, 80724, 84439, 84624, 84722, 8613, 8701, 8882, 91851, 948"
C0029456,Osteoporosis,"100188853, 100188854, 10376, 10487, 10576, 10584, 10935, 111, 11138, 11315, 11343, 114876, 118429, 1277, 1278, 1588, 2023, 2122, 220164, 2243, 2244, 25796, 2597, 2820, 2876, 2934, 302, 338382, 3418, 348751, 3569, 3570, 4041, 4057, 471, 4860, 4982, 501, 5019, 5034, 5315, 5341, 5443, 54503, 5683, 5686, 5741, 5906, 5972, 6251, 6648, 7040, 7094, 71, 7167, 7171, 7307, 7414, 7421, 7471, 760, 799, 8572, 8600, 92344, 9365, 9948"
C0018800,Cardiomegaly,"10539, 10616, 1375, 147, 1489, 150, 152, 1543, 1545, 156, 1571, 1756, 183, 1906, 196, 207, 2247, 23523, 26, 2621, 2626, 2932, 3066, 3091, 3162, 3270, 3357, 3479, 3553, 3606, 3709, 3976, 406991, 4502, 4607, 4846, 4878, 4879, 488, 4881, 51548, 5294, 5337, 5338, 5443, 5465, 5467, 5563, 5578, 5579, 5972, 6236, 6464, 6648, 6714, 6774, 7124, 7139, 7220, 7351, 84676, 857, 859, 894, 93649, 9495, 9927"
C0018801,Heart failure,"10516, 10891, 112616, 1401, 1431, 1437, 1440, 1490, 152, 153, 1536, 155, 161725, 1636, 183, 185, 1906, 2053, 213, 2628, 2641, 2660, 27035, 2879, 2920, 2932, 3084, 3091, 3162, 325, 3315, 3357, 3458, 3553, 3569, 3630, 3688, 4306, 478, 4843, 4846, 487, 4878, 4879, 488, 4881, 4973, 50507, 5054, 5170, 51738, 5294, 5327, 5443, 5502, 551, 554, 5609, 5617, 5663, 5741, 5742, 5743, 5879, 5972, 6548, 6647, 6648, 6649, 7124, 7132, 7139, 7422, 7450, 7498, 8204, 847, 90226, 9370, 9518"
C0677776,Hereditary Breast and Ovarian Cancer Syndrome,"10111, 11200, 4361, 4683, 5728, 580, 5888, 5889, 5892, 672, 675, 7157, 79728, 83990"
C1269683,Major Depressive Disorder,"101927421, 101927998, 101928376, 102723706, 102723722, 11075, 114784, 121278, 1394, 1565, 158435, 164684, 166752, 1826, 221692, 22801, 2289, 23037, 27445, 2766, 2773, 2917, 3356, 3558, 431708, 431709, 4353, 4651, 526, 54545, 55068, 55964, 5649, 643542, 6532, 6648, 6671, 6863, 7498, 84079, 847"
C0037274,Dermatologic disorders,"10142, 10308, 10443, 118856, 2068, 2263, 22902, 23043, 239, 2707, 2803, 2920, 2921, 2944, 29896, 3304, 3398, 3440, 3552, 3553, 3554, 3557, 3569, 3759, 414062, 4524, 4616, 4714, 4929, 4968, 5142, 5209, 54345, 54469, 55422, 5652, 56547, 57162, 5728, 5743, 5806, 5991, 5996, 6314, 6351, 6364, 6421, 6498, 6648, 6730, 6742, 7109, 7124, 7130, 7324, 79101, 8554, 8615, 8870, 8975, 9034, 9308, 9365, 9446, 9562, 960"
C0349788,Arrhythmogenic Right Ventricular Dysplasia,"125972, 1824, 1829, 1832, 3757, 4000, 5318, 6331, 79188, 9531"
C0021368,Inflammation,"10019, 10544, 10747, 11221, 11277, 114131, 114548, 1241, 1280, 1395, 1401, 142, 1437, 177, 183, 1906, 1947, 1958, 196, 2056, 207, 2149, 2150, 2247, 2588, 2625, 2833, 284, 2920, 30009, 3146, 3162, 335, 3383, 3458, 3552, 3553, 3557, 3569, 3576, 3586, 3596, 3605, 3620, 3665, 3934, 3952, 40, 4057, 407040, 41, 412, 4282, 4313, 4318, 4353, 4615, 4803, 4843, 4879, 4982, 5020, 51083, 5244, 5329, 540, 54106, 5465, 5468, 54982, 55829, 5734, 5743, 6097, 623, 624, 627, 6347, 6348, 6351, 6356, 6584, 6647, 6774, 6863, 7018, 7037, 7039, 7040, 7076, 7097, 7099, 7124, 7349, 7356, 7422, 7442, 7538, 796, 834, 885, 8942, 8989, 916, 9311, 9370, 9373, 9536, 9948, 9966"
C0011882,Diabetic Neuropathies,"1129, 2915, 3082, 3643, 4311, 4313, 4318, 4908, 6446, 7040, 7099, 836, 847"
C0021364,Male infertility,"10047, 1080, 1543, 1586, 161582, 1636, 1831, 196, 2054, 2099, 217, 23424, 2488, 2516, 2796, 2879, 29102, 3237, 339345, 346562, 367, 387712, 3948, 3972, 3973, 4193, 4524, 4548, 4552, 4846, 4968, 5139, 5428, 5444, 54898, 581, 5887, 596, 6414, 6648, 6795, 7157, 79730, 8085, 83756"
C0042373,Vascular Diseases,"10398, 10516, 196, 2056, 217, 2641, 3082, 4524, 4638, 5311, 6559, 6648, 7076, 7124, 79001, 79924"
C0021361,Female infertility,"1050, 1051, 1490, 1586, 1588, 1719, 2099, 2100, 2488, 2494, 367, 3952, 3953, 3972, 3976, 406, 4524, 5069, 51094, 5594, 5595, 5617, 7026, 7157, 79602, 8856, 9254"
C0023418,leukemia,"10848, 2078, 2099, 2246, 2305, 23532, 29072, 2944, 3240, 329, 330, 3558, 366, 367, 3717, 4255, 4297, 54541, 55512, 5590, 55904, 572, 5728, 5781, 595, 7153, 7490, 8202, 8743, 8837, 8877, 9446"
C0009324,Ulcerative Colitis,"1001, 100529151, 100533107, 100996485, 100996583, 10109, 101927324, 10320, 10544, 10747, 11261, 11315, 120400, 1235, 132612, 146198, 149233, 150962, 159296, 1611, 1670, 1671, 1811, 1893, 201266, 219771, 2212, 23046, 23252, 23308, 2494, 2768, 3117, 3123, 3172, 327, 3383, 345611, 3553, 3575, 3576, 3577, 3579, 3586, 3593, 3663, 3683, 3717, 3912, 400935, 4046, 4057, 4318, 4353, 4485, 4584, 4790, 51460, 51738, 51750, 5334, 54535, 54546, 55765, 55801, 55876, 5739, 5771, 5788, 5970, 629, 6364, 639, 64127, 64170, 646982, 647215, 6556, 6774, 7124, 7412, 7850, 8209, 836, 84441, 8624, 8767, 8807, 8877, 8924, 8927, 94103, 9966, 999"
C0021400,Influenza,"10346, 10410, 10561, 10964, 11277, 23424, 23586, 24138, 2537, 2633, 27074, 27348, 3429, 3430, 3433, 3434, 3437, 3627, 3665, 4061, 4599, 4600, 467, 4938, 4939, 4940, 51191, 5359, 54739, 54809, 54877, 55008, 55601, 5610, 6347, 6355, 64108, 64135, 64761, 6614, 6772, 710, 7130, 7503, 80830, 8638, 8743, 91543, 9246, 9376, 9636, 9997"
C0027707,"Nephritis, Interstitial","1401, 1559, 1565, 1634, 213, 4803, 6346, 6347, 6354, 7057"
C1527336,Sjogren's Syndrome,"10318, 134728, 1609, 2212, 2969, 3592, 50618, 55023, 639, 6775, 7128, 9232"
C0455806,Infant length,"10643, 10903, 176, 253461, 254251, 387103, 57169, 64399, 6499, 8091, 8200"
C0008074,"Child Development Disorders, Pervasive","10319, 10743, 11141, 1153, 139411, 151531, 1718, 1734, 1735, 1742, 1745, 1804, 1806, 1815, 205428, 23462, 2562, 26047, 27086, 2904, 29123, 2969, 3077, 347731, 3690, 3720, 4204, 4208, 4543, 4544, 4923, 5021, 5101, 54221, 54674, 552, 5649, 57496, 57502, 57628, 57680, 619554, 6262, 627, 6323, 6433, 6567, 6660, 6662, 6907, 79742, 85358, 9248, 9378, 9379, 95681"
C0038587,Substance Withdrawal Syndrome,"10550, 107, 1133, 1138, 1139, 114, 1141, 1143, 1268, 134, 135, 1385, 1392, 1401, 1813, 2166, 2353, 2770, 2775, 2778, 2890, 2891, 2903, 3060, 3061, 3269, 3274, 3358, 3440, 4318, 4843, 4852, 4885, 4887, 4985, 4986, 4987, 5187, 5368, 5443, 551, 5594, 5595, 5617, 5972, 627, 6529, 6532, 6869, 8863, 8864, 887, 8973"
C1955869,Malformations of Cortical Development,"10000, 1778, 2475, 26128, 3340, 347733, 3796, 3800, 5290, 6505, 7283"
C0002736,Amyotrophic Lateral Sclerosis,"100874137, 10133, 10242, 10280, 10562, 10891, 116984, 132989, 1501, 151194, 1610, 1639, 1804, 201161, 203228, 2066, 22920, 23025, 23435, 23503, 2521, 25978, 2670, 27148, 27242, 283, 284085, 288, 29110, 2936, 2950, 29978, 3178, 3236, 347736, 3680, 3909, 400916, 4744, 4978, 51163, 5216, 5321, 54209, 5444, 5445, 5446, 56241, 5630, 5648, 5743, 6311, 643339, 6487, 6506, 6529, 6647, 6648, 7074, 7157, 7415, 8604, 8821, 8878, 9181, 9217, 9331, 959, 9619, 9764, 9782, 9896"
C0008073,Developmental Disabilities,"10617, 11284, 1137, 152330, 1813, 3785, 4036, 4204, 4915, 5376, 55738, 5728, 57582, 6513, 6535, 81704, 85358, 867, 8671, 9197"
C0009952,Febrile Convulsions,"101929680, 10964, 112755, 1460, 2566, 3613, 4179, 6323, 6324, 6326, 63982, 7918"
C0008370,Cholestasis,"100126309, 10062, 123264, 1244, 1432, 1581, 1582, 1593, 1728, 1958, 200931, 2243, 2920, 3383, 3479, 3569, 3576, 406884, 406891, 406920, 406961, 406965, 407000, 407012, 407019, 407055, 442905, 4780, 4843, 494323, 494326, 5054, 5173, 5265, 5443, 5603, 5962, 5970, 6354, 644, 6615, 693121, 7124, 7376, 7412, 80270, 8647, 8714, 9002, 9420, 9962, 9963, 9971"
C0020542,Pulmonary Hypertension,"10516, 1317, 147381, 1636, 1906, 1910, 23476, 240, 2629, 3091, 3357, 3576, 384, 4015, 406987, 4093, 440275, 4846, 4879, 538, 5592, 6346, 6347, 6532, 659, 6648, 7039, 7124, 7166, 768, 796, 959"
C0238463,Papillary thyroid carcinoma,"10342, 1964, 2120, 2304, 23085, 238, 3265, 3845, 4893, 4914, 4916, 51079, 5108, 51592, 5468, 5573, 5979, 5987, 673, 7080, 7175, 729582, 7849, 8030, 8031, 8805, 9950"
C0455988,"Hydrops Fetalis, Non-Immune","1134, 127602, 29855, 2990, 3039, 3040, 4703, 4758, 5476, 55901, 79623, 8323, 8736"
C0400966,Non-alcoholic Fatty Liver Disease,"100380876, 100462725, 1437, 1586, 1636, 2147, 23411, 25813, 27087, 284217, 2938, 2944, 2950, 2952, 29780, 355, 3552, 3562, 3565, 3949, 3952, 3976, 4312, 4780, 5055, 506, 5244, 53345, 5465, 5467, 5551, 5897, 6720, 7040, 7133, 7494, 80339, 8517, 8614, 929, 9370, 949"
C0009319,Colitis,"10135, 23411, 240, 2641, 3162, 3458, 3479, 3553, 3565, 3569, 3586, 3605, 4282, 4353, 4843, 51738, 5743, 5970, 6714, 6868, 7078, 7124, 7263, 8174"
C0699790,Colon Carcinoma,"10395, 1499, 1630, 201163, 2033, 207, 2261, 25788, 27030, 324, 4163, 4535, 4595, 4893, 5157, 5290, 5468, 5782, 5795, 581, 673, 699, 701, 8313, 8915"
C0020445,"Hypercholesterolemia, Familial","1071, 19, 2053, 255738, 26228, 2690, 336, 337, 338, 345, 348, 3949, 3990, 4023, 5444, 5445"
C0003123,Anorexia,"1392, 1394, 1395, 3360, 3440, 3553, 3557, 3558, 4852, 5697, 7124, 7132, 8797, 885, 90226"
C0149931,Migraine Disorders,"100188790, 100188851, 101927066, 10335, 1909, 192115, 2099, 221692, 23245, 23484, 317773, 3356, 337892, 338567, 387576, 4035, 4209, 4326, 51253, 54805, 5592, 57574, 63976, 7040, 7048, 7124, 79054, 796, 79723, 79783, 8645, 8976, 9457"
C0005695,Bladder Neoplasm,"10, 100270680, 1026, 1029, 10460, 10723, 10735, 10979, 11186, 119391, 1387, 140767, 1440, 146177, 1463, 1580, 1728, 1890, 1956, 2026, 2033, 2068, 2072, 2099, 2100, 2175, 2186, 225689, 2261, 255022, 26259, 267, 26986, 27127, 2735, 2876, 290, 2944, 2950, 2954, 3205, 3265, 330, 341568, 3440, 3479, 3486, 3488, 355, 3558, 3576, 360, 3670, 374887, 3845, 3868, 387, 389289, 3908, 3978, 4016, 4108, 4297, 4353, 4489, 4502, 4504, 4524, 4609, 472, 50807, 513, 51479, 5423, 5447, 55252, 5646, 5690, 57412, 5743, 58508, 5925, 6573, 6648, 6714, 7015, 7037, 7124, 7157, 7364, 7403, 7442, 7799, 7874, 8000, 81037, 8243, 8289, 8320, 84171, 84181, 84966, 8836, 898, 9, 9582, 9611, 9649, 9700, 9759, 999"
C0018784,Sensorineural Hearing Loss (disorder),"10265, 1280, 1297, 1302, 2248, 2706, 2707, 4036, 5172, 60, 8772"
C0524620,Metabolic Syndrome X,"10062, 102724766, 10452, 1071, 116519, 1401, 157273, 19, 23411, 23644, 2590, 2646, 283450, 3159, 3358, 338, 3569, 3606, 3630, 3929, 3952, 3992, 4023, 4846, 51085, 5444, 56729, 57761, 57818, 6347, 6462, 6934, 7021, 746, 79068, 79661, 816, 84811, 8647, 8856, 8882, 9370, 9415, 9970"
C0018781,Noise-induced hearing loss,"100126346, 3753, 3784, 406901, 406902, 406920, 406959, 406962, 406985, 407033, 407034, 407056, 442899, 442903, 442907, 494330, 4968, 554210, 574447, 57551, 693124, 9132"
C0023467,"Leukemia, Myelocytic, Acute","10125, 1021, 10437, 1050, 1052, 10634, 10801, 11040, 11168, 113, 11326, 1269, 1436, 1437, 1440, 1471, 1495, 1512, 1522, 1612, 1902, 1978, 2026, 2078, 2120, 2274, 2308, 2322, 23365, 26040, 2624, 26511, 2672, 2969, 3005, 3006, 302, 307, 308, 3082, 30845, 309, 3205, 3315, 3398, 343641, 355, 366, 3717, 375790, 3815, 3845, 4026, 4066, 4233, 4291, 4297, 4330, 4599, 4609, 4629, 4763, 481, 4869, 4928, 5142, 51428, 51510, 53826, 5457, 54904, 55740, 58508, 596, 5997, 60468, 6279, 6281, 64324, 6446, 6455, 6678, 6688, 6774, 6840, 6919, 7015, 7200, 7204, 7249, 7280, 7490, 7837, 79870, 8021, 8028, 81552, 81848, 822, 824, 8301, 840, 861, 862, 8623, 864, 865, 8743, 8833, 8847, 9145, 9163, 928, 945, 960"
C0376358,Malignant neoplasm of prostate,"100048912, 100505495, 100846978, 101805488, 101867536, 101928075, 101928165, 101929081, 102724596, 10481, 10611, 10979, 11074, 11200, 116113, 1488, 1499, 170626, 173, 201625, 2048, 220972, 222546, 2255, 22834, 22853, 22995, 23035, 23112, 23301, 23394, 253461, 254428, 26019, 26575, 29841, 354, 357, 3655, 367, 3782, 390443, 4194, 4316, 4477, 4481, 4601, 4646, 4739, 4855, 51426, 5195, 54535, 54847, 55204, 55275, 55971, 5728, 5890, 60678, 63892, 64641, 64759, 6581, 675, 6899, 6928, 7015, 7157, 727677, 728114, 79083, 79954, 81603, 84071, 84619, 9177, 9855"
C1319853,"Asthma, Aspirin-Induced","10631, 10800, 11251, 1232, 2206, 30009, 3115, 4056, 57105, 5732, 5739, 5743, 6915"
C0265275,Jeune thoracic dystrophy,"153241, 26160, 465, 55112, 57560, 57728, 79659, 79809, 89891, 9742"
C0007134,Renal Cell Carcinoma,"102724265, 10397, 10404, 10950, 11214, 11236, 114788, 120892, 1265, 1381, 1410, 142685, 144132, 1508, 1509, 158584, 1612, 1938, 201163, 2034, 2064, 210, 216, 23037, 23042, 2321, 23224, 23532, 238, 2475, 25844, 25953, 2705, 283092, 284013, 2886, 29072, 2944, 2950, 2952, 3035, 307, 317, 3313, 3315, 332, 3329, 343930, 3440, 353, 3566, 3569, 3570, 3596, 374393, 3778, 3855, 3856, 3882, 3897, 3945, 4074, 4233, 4286, 43, 4585, 4771, 4968, 5037, 5058, 50944, 5162, 5230, 5290, 53353, 5443, 54790, 55193, 55367, 5546, 55745, 56776, 5728, 5743, 57731, 5816, 590, 5970, 6261, 6423, 6513, 6526, 6648, 6921, 6927, 6928, 7030, 7052, 7157, 7248, 7428, 79026, 79444, 8028, 81562, 822, 8242, 8314, 835, 8407, 84433, 84925, 8633, 8738, 8743, 8790, 89795, 9045, 91661, 91662, 91752, 949, 95, 9745, 9817, 9820, 9839"
C0007137,Squamous cell carcinoma,"10399, 1050, 1410, 1457, 1459, 1460, 1544, 1545, 1834, 1956, 2023, 2068, 207, 2260, 23410, 2597, 2810, 2876, 28998, 29108, 2944, 301, 302, 3065, 3066, 308, 3082, 3265, 3312, 3315, 338442, 3440, 3569, 3576, 360, 3678, 3688, 3713, 374, 3845, 3848, 3854, 3858, 3861, 3963, 4014, 4118, 4233, 4318, 4489, 4780, 51151, 51741, 5223, 5290, 5478, 5594, 5595, 56952, 5731, 5743, 5747, 5915, 6317, 6648, 6657, 6698, 6774, 6794, 7012, 7040, 7157, 7167, 7248, 7249, 7298, 7372, 7417, 7422, 7979, 8202, 8626, 8843, 90417, 9582, 999"
C0007131,Non-Small Cell Lung Carcinoma,"100302142, 10087, 1012, 10179, 1029, 10397, 10568, 1113, 11186, 1440, 1474, 152002, 1540, 1571, 1612, 1645, 1728, 1845, 1956, 2023, 2026, 2064, 2067, 2254, 2260, 2272, 23028, 2305, 2309, 23532, 23603, 238, 25878, 26227, 2696, 2729, 27436, 29108, 2946, 2950, 29968, 324, 3280, 332, 356, 3570, 3576, 3586, 3659, 3688, 374, 3799, 3815, 3845, 3956, 406913, 406937, 407021, 407031, 4193, 4233, 4312, 4318, 4320, 4504, 4609, 467, 4780, 4826, 4854, 4893, 5021, 5052, 5223, 5243, 5290, 54458, 5478, 55743, 558, 55829, 57099, 5744, 5829, 5894, 5925, 6009, 6098, 6236, 6240, 6385, 63895, 6472, 6648, 673, 6774, 6855, 693223, 7015, 7039, 7157, 7262, 7345, 7422, 79887, 81037, 817, 8202, 841, 8434, 847, 9180, 928, 9470, 9510, 972, 9817"
C0677050,Manganese Poisoning,"1317, 1565, 23400, 3064, 3458, 3553, 4843, 5071, 6622, 664, 7124"
C0242698,"Ventricular Dysfunction, Left","111, 1440, 154, 355, 3569, 3630, 4306, 472, 478, 4879, 488, 5350, 55600, 6648, 7139"
